,X Coordinate,Y Coordinate,Young's Modulus [Pa]
3561,-3417.3116760752114,1071.2112480256685,3127.19
3562,-3417.303543336736,1075.0214360015366,8927.17
3563,-3417.299476967498,1078.835690346643,917.909
3564,-3417.2913442290223,1082.645878322512,113.641
3565,-3417.2872778597844,1086.4601326676184,7471.05
3566,-3417.279145121309,1090.270320643487,3968.18
3567,-3417.275078752071,1094.0845749885934,1453.87
3568,-3417.266946013595,1097.8947629644615,1615.76
3569,-3417.2628796443573,1101.7090173095685,1062.09
3570,-3417.2547469058813,1105.5192052854368,3982.48
3571,-3417.250680536644,1109.3334596305435,738.83
3572,-3417.242547798168,1113.1436476064118,2010.68
3573,-3417.23848142893,1116.957901951518,927.679
3574,-3417.2303486904543,1120.7680899273869,1262.96
3576,-3417.218149582741,1128.392532248362,2028.65
3581,-3417.189684998076,1147.4556712354183,294.488
3582,-3417.1815522596003,1151.265859211287,644.757
3585,-3413.546218160959,1040.7053460032926,311.683
3586,-3413.542151791721,1044.5196003483993,1681.73
3587,-3413.5340190532456,1048.3297883242676,906.346
3588,-3413.529952684008,1052.144042669374,1704.79
3589,-3413.521819945532,1055.954230645243,589.189
3590,-3413.517753576294,1059.768484990349,1283.24
3591,-3413.5096208378186,1063.5786729662177,673.209
3592,-3413.5055544685806,1067.392927311324,735.641
3593,-3413.497421730105,1071.2031152871928,1138.18
3597,-3413.473023514678,1086.4519999291429,1094.46
3598,-3413.46895714544,1090.2662542742491,1516.32
3599,-3413.460824406964,1094.0764422501177,6038.35
3600,-3413.4567580377266,1097.8906965952235,3553.48
3601,-3413.448625299251,1101.7008845710925,3319.23
3602,-3413.444558930013,1105.5151389161992,2606.62
3603,-3413.436426191537,1109.3253268920676,2729.51
3604,-3413.4323598222995,1113.1395812371738,537.621
3605,-3413.424227083824,1116.9497692130426,636.723
3606,-3413.420160714586,1120.764023558149,1431.21
3607,-3413.41202797611,1124.5742115340176,3272.37
3616,-3409.7400965543284,1036.8870252889485,2513.7
3619,-3409.7238310773773,1048.3257219550296,1014.52
3620,-3409.7156983389013,1052.1359099308984,2113.72
3621,-3409.711631969664,1055.950164276005,274.401
3622,-3409.703499231188,1059.760352251873,1248.97
3623,-3409.69943286195,1063.5746065969795,4258.64
3624,-3409.6913001234743,1067.3847945728485,2883.27
3625,-3409.6872337542363,1071.1990489179548,1761.73
3628,-3409.6669019080477,1082.633679214798,1231.11
3629,-3409.6628355388093,1086.4479335599049,1514.68
3630,-3409.6547028003333,1090.2581215357732,2816.33
3631,-3409.650636431096,1094.07237588088,1092.96
3632,-3409.6425036926203,1097.8825638567482,1087.26
3633,-3409.6384373233823,1101.6968182018545,3057.89
3634,-3409.6303045849063,1105.5070061777233,381.358
3635,-3409.6262382156688,1109.32126052283,1944.45
3636,-3409.618105477193,1113.1314484986983,841.166
3637,-3409.6140391079557,1116.9457028438046,607.455
3638,-3409.6059063694797,1120.7558908196734,1911.4
3639,-3409.6018400002413,1124.5701451647797,2281.99
3640,-3409.5937072617658,1128.3803331406484,1108.07
3649,-3405.921775839984,1040.693146895579,3040.34
3650,-3405.9177094707466,1044.507401240685,1316.91
3651,-3405.9095767322706,1048.317589216554,4728.62
3652,-3405.9055103630326,1052.1318435616604,2447.67
3653,-3405.897377624557,1055.9420315375291,3864.42
3654,-3405.8933112553195,1059.7562858826354,1191.11
3655,-3405.885178516844,1063.5664738585035,1994.58
3656,-3405.8811121476056,1067.3807282036105,1211.29
3660,-3405.8567139321785,1082.62961284556,3387.83
3661,-3405.848581193703,1086.439800821429,948.166
3662,-3405.844514824465,1090.2540551665356,1073.23
3663,-3405.836382085989,1094.064243142404,1434.66
3664,-3405.8323157167515,1097.8784974875102,4790.38
3665,-3405.8241829782755,1101.688685463379,465.069
3666,-3405.820116609038,1105.5029398084853,355.897
3667,-3405.8119838705625,1109.313127784354,2193.2
3668,-3405.8079175013245,1113.1273821294603,1271.9
3669,-3405.7997847628485,1116.937570105329,499.343
3670,-3405.795718393611,1120.7518244504354,868.899
3671,-3405.787585655135,1124.562012426304,3458.87
3672,-3405.783519285897,1128.3762667714104,3329.53
3680,-3402.115654233354,1036.8748261812348,904.997
3684,-3402.0912560179263,1052.1237108231849,1461.96
3685,-3402.0871896486888,1055.9379651682912,4016.39
3686,-3402.079056910213,1059.7481531441597,1099.4
3687,-3402.074990540975,1063.5624074892662,70.2439
3688,-3402.0668578024997,1067.3725954651345,3052.6
3691,-3402.050592325548,1078.8112921312163,127.514
3692,-3402.042459587072,1082.6214801070846,2430.25
3693,-3402.0383932178343,1086.435734452191,3575.27
3694,-3402.0302604793587,1090.24592242806,715.424
3695,-3402.0261941101207,1094.0601767731664,1355.88
3696,-3402.0180613716448,1097.8703647490347,1064.84
3697,-3402.0139950024072,1101.684619094141,1209.44
3698,-3402.005862263932,1105.4948070700098,691.532
3699,-3402.0017958946937,1109.3090614151165,1651.67
3700,-3401.9936631562177,1113.1192493909848,555.907
3701,-3401.98959678698,1116.933503736091,632.012
3702,-3401.9814640485047,1120.74369171196,399.564
3703,-3401.9773976792667,1124.557946057066,8622.65
3705,-3401.9651985715527,1132.1823883780412,412.867
3712,-3398.305466257485,1036.8707598119968,725.156
3716,-3398.281068042058,1052.1196444539469,5135.58
3718,-3398.268868934344,1059.744086774922,3577.69
3719,-3398.2607361958685,1063.5542747507902,5621.05
3722,-3398.244470718917,1074.992971416872,4255.33
3723,-3398.236337980441,1078.8031593927403,3303.41
3724,-3398.2322716112035,1082.6174137378466,1723.96
3725,-3398.224138872728,1086.4276017137154,5696.45
3726,-3398.22007250349,1090.2418560588217,2068.9
3727,-3398.2119397650144,1094.0520440346904,719.731
3729,-3398.199740657301,1101.6764863556657,532.103
3730,-3398.195674288063,1105.4907407007718,513.382
3731,-3398.187541549587,1109.3009286766403,446.422
3732,-3398.183475180349,1113.1151830217473,605.247
3734,-3398.171276072636,1120.739625342722,2539.88
3736,-3398.159076964922,1128.364067663697,2398.56
3747,-3394.4749464354272,1048.3013237396026,5526.81
3750,-3394.4546145892377,1059.7359540364464,2564.67
3755,-3394.4261500045727,1078.7990930235028,570.657
3756,-3394.418017266097,1082.609280999371,4401.71
3757,-3394.413950896859,1086.4235353444774,3819.48
3758,-3394.405818158384,1090.233723320346,948.799
3759,-3394.4017517891457,1094.047977665453,617.462
3760,-3394.39361905067,1097.8581656413212,671.884
3761,-3394.389552681432,1101.6724199864277,4268.74
3762,-3394.3814199429567,1105.4826079622962,1276.07
3763,-3394.3773535737187,1109.2968623074023,536.028
3764,-3394.369220835243,1113.1070502832708,637.685
3765,-3394.365154466005,1116.9213046283776,1265.73
3766,-3394.357021727529,1120.7314926042463,497.443
3770,-3394.332623512102,1135.9803772461964,1947.42
3776,-3390.68102393651,1036.8585607042833,2257.85
3777,-3390.6728911980344,1040.668748680152,1054.13
3778,-3390.6688248287965,1044.4830030252583,135.769
3779,-3390.6606920903205,1048.2931910011266,4097.19
3780,-3390.656625721083,1052.1074453462334,921.04
3781,-3390.648492982607,1055.917633322102,1475.37
3782,-3390.644426613369,1059.7318876672084,2121.53
3787,-3390.6118956594664,1078.7909602850268,315.512
3788,-3390.6078292902284,1082.6052146301336,3017.03
3789,-3390.599696551753,1086.415402606002,468.188
3790,-3390.595630182515,1090.2296569511082,1000.6
3791,-3390.5874974440394,1094.039844926977,8965.16
3792,-3390.5834310748014,1097.8540992720837,1497.24
3793,-3390.575298336326,1101.664287247952,904.932
3794,-3390.571231967088,1105.4785415930585,908.382
3796,-3390.5590328593744,1113.1029839140333,301.864
3797,-3390.5509001208984,1116.913171889902,1026.15
3800,-3390.534634643948,1128.3518685559834,1943.11
3809,-3386.8627032221657,1040.664682310914,466.851
3810,-3386.8545704836897,1044.4748702867828,2545.23
3820,-3386.793574945122,1082.5970818916576,2192.77
3821,-3386.789508575884,1086.411336236764,785.077
3822,-3386.7813758374086,1090.2215242126326,586.405
3823,-3386.77730946817,1094.035778557739,1072.19
3824,-3386.769176729695,1097.8459665336077,1423.99
3825,-3386.765110360457,1101.660220878714,775.059
3826,-3386.7569776219816,1105.4704088545827,1804.97
3827,-3386.752911252744,1109.284663199689,876.372
3828,-3386.744778514268,1113.094851175557,6724.75
3829,-3386.74071214503,1116.909105520664,4167.54
3831,-3386.7285130373166,1124.5335478416391,2711.64
3832,-3386.7203802988406,1128.343735817508,2584.84
3834,-3386.708181191127,1135.9681781384825,2779.81
3840,-3383.056581615535,1036.8463615965695,1287.29
3841,-3383.048448877059,1040.6565495724385,995.672
3842,-3383.0443825078214,1044.4708039175448,1163.59
3844,-3383.032183400108,1052.0952462385198,8952.3
3845,-3383.024050661632,1055.9054342143882,3578.3
3852,-3382.983386969254,1082.59301552242,6947.29
3853,-3382.975254230778,1086.4032034982883,1054.26
3854,-3382.97118786154,1090.2174578433946,1232.01
3855,-3382.9630551230644,1094.0276458192634,533.176
3856,-3382.9589887538264,1097.8419001643697,15.6162
3857,-3382.950856015351,1101.6520881402384,3121.52
3858,-3382.946789646113,1105.4663424853447,1025.27
3859,-3382.9386569076373,1109.2765304612135,3674.4
3860,-3382.9345905384,1113.0907848063198,960.197
3861,-3382.926457799924,1116.900972782188,1236.45
3862,-3382.922391430686,1120.7152271272948,766.944
3864,-3382.9101923229723,1128.33966944827,2794.17
3865,-3382.902059584497,1132.1498574241382,2039.86
3869,-3382.8776613690693,1147.3987420660883,12.5629
3872,-3379.2423272704286,1036.8382288580938,111.255
3873,-3379.23826090119,1040.6524832032,2142.64
3874,-3379.230128162715,1044.4626711790693,1342.38
3875,-3379.226061793477,1048.2769255241756,694.728
3876,-3379.217929055001,1052.087113500044,843.962
3884,-3379.169132624147,1082.584882783944,1851.74
3885,-3379.165066254909,1086.3991371290504,1025.28
3886,-3379.1569335164336,1090.2093251049191,804.661
3887,-3379.152867147196,1094.0235794500254,107.267
3889,-3379.140668039482,1101.6480217710005,714.162
3890,-3379.1325353010066,1105.4582097468692,2423.02
3891,-3379.128468931769,1109.2724640919755,877.688
3892,-3379.120336193293,1113.0826520678445,1865.59
3893,-3379.116269824055,1116.8969064129506,364.632
3894,-3379.108137085579,1120.7070943888189,788.287
3896,-3379.095937977866,1128.3315367097944,8554.14
3897,-3379.091871608628,1132.1457910549009,3748.54
3898,-3379.083738870152,1135.955979030769,7199.2
3904,-3375.43213929456,1036.8341624888562,680.784
3905,-3375.4240065560844,1040.6443504647243,1935.56
3906,-3375.4199401868464,1044.4586048098313,2323.61
3907,-3375.4118074483704,1048.2687927856996,4632.49
3909,-3375.3996083406573,1055.8932351066746,1635.75
3916,-3375.3589446482783,1082.580816414706,1156.44
3917,-3375.350811909803,1086.3910043905748,6279.86
3919,-3375.3386128020893,1094.01544671155,860.104
3920,-3375.3345464328518,1097.8297010566562,4639.54
3921,-3375.326413694376,1101.6398890325245,848.04
3922,-3375.322347325138,1105.4541433776312,608.151
3924,-3375.3101482174243,1113.0785856986065,8707.07
3925,-3375.3020154789488,1116.8887736744746,857.138
3926,-3375.2979491097108,1120.703028019581,740.3
3927,-3375.2898163712352,1124.51321599545,8800.57
3928,-3375.2857500019973,1128.3274703405564,6416.01
3929,-3375.2776172635213,1132.137658316425,1795.61
3936,-3371.6178849494536,1036.8260297503805,783.636
3937,-3371.613818580216,1040.6402840954863,3346.84
3938,-3371.60568584174,1044.4504720713553,914.11
3939,-3371.601619472502,1048.264726416462,1298.3
3940,-3371.5934867340266,1052.0749143923304,1199.99
3941,-3371.589420364789,1055.8891687374366,177.173
3947,-3371.552823041648,1078.7624957003618,7215.79
3949,-3371.5406239339345,1086.3869380213368,2727.86
3950,-3371.5324911954585,1090.1971259972056,2076.68
3951,-3371.5284248262205,1094.011380342312,653.591
3956,-3371.495893872318,1113.0704529601308,7063.18
3959,-3371.4796283953665,1124.5091496262116,2585.76
3960,-3371.4714956568905,1128.3193376020809,1957.49
3968,-3367.807696973585,1036.8219633811427,1380.88
3969,-3367.7995642351093,1040.632151357011,869.655
3970,-3367.7954978658718,1044.446405702117,1449.23
3971,-3367.787365127396,1048.2565936779863,1460.21
3972,-3367.783298758158,1052.0708480230928,1057.14
3973,-3367.775166019682,1055.8810359989611,2408.61
3974,-3367.7710996504443,1059.6952903440674,1233.47
3978,-3367.7467014350173,1074.9441749860175,7028.72
3993,-3367.6531749425467,1132.1254592087112,6236.27
3994,-3367.6491085733087,1135.939713553818,1692.74
3995,-3367.6409758348327,1139.7499015296862,740.008
4000,-3363.997508997716,1036.8138306426667,6858.56
4001,-3363.9893762592405,1040.6280849877735,1411.32
4002,-3363.981243520765,1044.4382729636418,2758.78
4003,-3363.977177151527,1048.252527308748,790.832
4004,-3363.969044413051,1052.0627152846168,1485.38
4005,-3363.964978043813,1055.8769696297236,648.081
4024,-3363.847053335916,1128.3071384943669,4560.78
4025,-3363.842986966678,1132.1213928394736,2294.02
4026,-3363.834854228202,1135.931580815342,2600.02
4027,-3363.8307878589644,1139.7458351604482,1719.05
4032,-3360.18325465261,1036.8097642734292,525.102
4033,-3360.1751219141343,1040.6199522492975,861.769
4034,-3360.1710555448963,1044.4342065944038,472.675
4035,-3360.1629228064207,1048.2443945702726,440.419
4036,-3360.1588564371827,1052.0586489153793,1508.2
4037,-3360.150723698707,1055.8688368912476,1323.06
4038,-3360.146657329469,1059.683091236354,739.337
4039,-3360.1385245909933,1063.493279212223,491.122
4051,-3360.065329944712,1109.2399331380725,820.798
4055,-3360.040931729285,1124.4888177800226,3756.28
4057,-3360.028732621572,1132.113260100998,701.608
4058,-3360.0246662523336,1135.9275144461044,2310.06
4064,-3356.373066676741,1036.8016315349532,652.056
4065,-3356.364933938265,1040.61588588006,518.274
4066,-3356.35680119979,1044.4260738559285,504.16
4067,-3356.352734830552,1048.2403282010346,1489.12
4068,-3356.3446020920765,1052.050516176903,773.462
4069,-3356.3405357228385,1055.86477052201,1108.08
4070,-3356.332402984363,1059.6749584978784,1562.11
4071,-3356.328336615125,1063.489212842985,1111.02
4072,-3356.320203876649,1067.2994008188534,1539.9
4073,-3356.3161375074114,1071.1136551639595,2284.49
4074,-3356.3080047689355,1074.9238431398285,574.283
4075,-3356.303938399698,1078.7380974849348,1250.52
4080,-3356.271407445795,1097.7971701027536,1988.43
4081,-3356.2673410765574,1101.61142444786,1289.82
4083,-3356.2551419688434,1109.2358667688345,1275.98
4084,-3356.247009230368,1113.0460547447033,174.84
4085,-3356.24294286113,1116.86030908981,8030.72
4086,-3356.2348101226544,1120.6704970656783,8809.16
4087,-3356.2307437534164,1124.4847514107846,3988.46
4089,-3356.218544645703,1132.1091937317597,4701.87
4096,-3596.5653648182624,863.7857532027692,2632.55
4097,-3596.5572320797864,867.600007547876,6436.8
4098,-3596.5531657105485,871.4101955237447,1732.61
4099,-3596.545032972073,875.224449868851,3109.29
4100,-3596.5369002335974,879.0346378447193,2193.28
4101,-3596.5328338643594,882.8488921898256,9940.46
4102,-3596.524701125884,886.6590801656948,5546.76
4103,-3596.520634756646,890.4733345108011,2636.89
4104,-3596.5125020181704,894.2835224866694,2532.18
4105,-3596.5084356489324,898.0977768317757,1821.01
4106,-3596.5003029104564,901.9079648076444,2327.6
4107,-3596.496236541219,905.7222191527512,1246.08
4108,-3596.488103802744,909.5324071286196,719.625
4109,-3596.4840374335054,913.3466614737258,2385.89
4110,-3596.4759046950294,917.1568494495946,3523.45
4111,-3596.4718383257914,920.9711037947008,215.773
4115,-3596.4474401103644,936.215922067413,2605.5
4118,-3596.427108264176,947.6546187334948,3118.4
4119,-3596.4230418949373,951.4648067093632,9588.87
4120,-3596.414909156462,955.2790610544694,4568.78
4121,-3596.410842787224,959.089249030338,8416.32
4122,-3596.4027100487483,962.9035033754444,6720.12
4125,-3596.386444571797,974.3381336722882,7453.89
4127,-3596.3742454640837,981.9625759932632,4526.66
4128,-3592.751110473156,863.7816868335317,1178.35
4130,-3592.7389113654426,871.4061291545067,2321.49
4131,-3592.730778626966,875.216317130375,4754.73
4132,-3592.7267122577287,879.0305714754818,1610.54
4133,-3592.718579519253,882.8407594513501,4885.58
4134,-3592.714513150015,886.6550137964564,2758.2
4135,-3592.70638041154,890.4652017723251,1263.3
4136,-3592.7023140423016,894.2753897481939,3537.41
4137,-3592.6941813038256,898.0896440933002,6711.17
4138,-3592.690114934588,901.899832069169,2147.43
4139,-3592.6819821961126,905.7140864142752,4984.39
4140,-3592.6779158268746,909.524274390144,1997.21
4141,-3592.6697830883986,913.3385287352504,9203.92
4142,-3592.665716719161,917.148716711119,2992.05
4143,-3592.657583980685,920.9629710562252,532.471
4144,-3592.653517611448,924.7731590320936,1555.85
4145,-3592.645384872972,928.5874133772004,4738.9
4146,-3592.6413185037336,932.3976013530691,4015.36
4147,-3592.633185765258,936.2118556981754,8811.27
4148,-3592.6291193960205,940.0220436740436,5315.23
4149,-3592.620986657545,943.83629801915,5452.92
4151,-3592.608787549831,951.4607403401257,1697.07
4152,-3592.604721180593,955.2709283159938,3506.94
4153,-3592.596588442117,959.0851826611,7101.55
4154,-3592.5925220728795,962.8953706369688,1518.91
4160,-3588.9409224972874,863.7735540950557,5573.05
4161,-3588.932789758812,867.5837420709245,2363.76
4162,-3588.928723389574,871.3979964160312,3843.01
4163,-3588.920590651098,875.2081843918995,1087.88
4164,-3588.9124579126224,879.0224387370058,861.938
4165,-3588.9083915433844,882.8326267128746,4126.87
4166,-3588.900258804909,886.6468810579809,2174.45
4167,-3588.896192435671,890.4570690338492,1532.78
4168,-3588.888059697196,894.2713233789559,1611.64
4169,-3588.8839933279573,898.0815113548247,1324.84
4170,-3588.875860589482,901.895765699931,2118.35
4171,-3588.871794220244,905.7059536757992,4570.65
4172,-3588.863661481768,909.5202080209056,2575.64
4173,-3588.8595951125303,913.3303959967748,2442.13
4174,-3588.851462374055,917.1446503418812,1860.06
4176,-3588.839263266341,924.769092662856,7443.92
4177,-3588.835196897103,928.5792806387244,6924.8
4178,-3588.8270641586278,932.3935349838312,6446.83
4180,-3588.814865050914,940.0179773048062,1315.14
4182,-3588.8026659432003,947.6424196257808,6465.64
4183,-3588.7985995739623,951.4526076016496,4898.27
4185,-3588.786400466249,959.0770499226246,4658.21
4186,-3588.7782677277733,962.8913042677308,8658.37
4187,-3588.7742013585357,966.7014922435995,8404.34
4188,-3588.76606862006,970.5157465887064,1655.21
4191,-3588.749803143108,981.9503768855498,1042.03
4192,-3585.126668152181,863.7654213565802,5322.62
4193,-3585.122601782943,867.5796757016865,2839.02
4194,-3585.114469044467,871.3898636775552,3324.26
4195,-3585.106336305992,875.2041180226615,4731.5
4196,-3585.102269936754,879.0143059985303,4380.35
4197,-3585.094137198278,882.8285603436366,1821.29
4198,-3585.09007082904,886.6387483195053,1438.13
4199,-3585.081938090565,890.4530026646116,1472.17
4200,-3585.0778717213266,894.2631906404804,3087.21
4201,-3585.069738982851,898.0774449855867,1359.49
4203,-3585.057539875137,905.7018873065616,1506.78
4204,-3585.0534735058995,909.51207528243,2229.58
4205,-3585.045340767424,913.3263296275368,1232.56
4206,-3585.041274398186,917.1365176034057,5699.2
4207,-3585.03314165971,920.9507719485118,4409.87
4208,-3585.0290752904725,924.76095992438,7816.64
4209,-3585.020942551997,928.5752142694864,3795.26
4212,-3585.004677075045,940.0098445663302,3530.8
4213,-3584.996544336569,943.8240989114364,1794.13
4214,-3584.992477967332,947.6342868873052,4385.28
4215,-3584.984345228856,951.4485412324116,8746.44
4216,-3584.980278859618,955.2587292082804,2095.18
4217,-3584.9721461211425,959.0729835533866,4199.7
4218,-3584.9680797519045,962.8831715292554,4648.05
4220,-3584.955880644191,970.50761385023,5802.32
4221,-3584.947747905715,974.3218681953368,7768.17
4222,-3584.943681536477,978.1320561712056,7440.21
4223,-3584.935548798002,981.9463105163118,7391.88
4224,-3581.3164801763123,863.7613549873422,2861.26
4225,-3581.308347437837,867.571542963211,4927.81
4226,-3581.304281068599,871.3857973083173,3406.94
4227,-3581.296148330123,875.195985284186,1402.06
4228,-3581.2880155916478,879.0102396292923,244.213
4229,-3581.2839492224093,882.8204276051611,3322.21
4230,-3581.275816483934,886.6346819502673,5187.1
4231,-3581.2717501146963,890.4448699261357,4577.85
4232,-3581.2636173762203,894.2591242712424,1850.93
4233,-3581.2595510069823,898.0693122471112,123.132
4234,-3581.2514182685068,901.8835665922174,1983.34
4235,-3581.247351899269,905.6937545680858,7263.38
4236,-3581.2392191607933,909.5080089131924,2387.83
4237,-3581.2351527915557,913.3181968890608,712.069
4239,-3581.2229536838418,920.9426392100358,1789.11
4240,-3581.2148209453662,924.7568935551426,709.22
4241,-3581.210754576128,928.5670815310108,353.369
4242,-3581.2026218376523,932.3813358761172,2554.53
4244,-3581.1904227299387,940.0057781970928,5790.24
4246,-3581.178223622225,947.6302205180672,2285.82
4247,-3581.1741572529872,951.440408493936,6315.83
4248,-3581.166024514512,955.2546628390428,9901.05
4249,-3581.1619581452737,959.0648508149112,6922.06
4250,-3581.153825406798,962.8791051600174,5568.84
4251,-3581.14975903756,966.689293135886,8537.4
4252,-3581.1416262990847,970.5035474809924,5522.61
4253,-3581.1375599298467,974.3137354568609,6703.78
4255,-3581.125360822133,981.9381777778362,5858.17
4256,-3577.502225831206,863.7532222488667,3933.47
4257,-3577.498159461968,867.567476593973,3415.65
4258,-3577.4900267234925,871.3776645698417,1759.06
4259,-3577.4818939850165,875.191918914948,557.467
4270,-3577.416832077211,917.124318495692,2230.37
4271,-3577.4086993387355,920.9385728407984,1774.53
4274,-3577.392433861784,932.3732031376416,76.5374
4276,-3577.3802347540704,939.9976454586168,6640.71
4277,-3577.3721020155945,943.811899803723,983.729
4279,-3577.359902907881,951.436342124698,5859.97
4280,-3577.3558365386434,955.2465301005668,2972.58
4281,-3577.3477038001674,959.0607844456732,2856.41
4282,-3577.343637430929,962.870972421542,6802.28
4283,-3577.335504692454,966.6852267666482,7663.97
4284,-3577.331438323216,970.4954147425168,890.216
4285,-3577.3233055847404,974.3096690876232,2203.95
4286,-3577.3192392155024,978.119857063492,8844.91
4287,-3577.311106477027,981.9341114085984,6102.39
4288,-3573.6920378553373,863.7491558796287,5143.93
4289,-3573.6839051168618,867.5593438554974,7609.66
4290,-3573.679838747624,871.3735982006037,3234.8
4291,-3573.671706009148,875.183786176472,2877.87
4292,-3573.6635732706723,878.9980405215788,336.202
4293,-3573.6595069014343,882.8082284974475,2744.07
4294,-3573.6513741629587,886.6224828425538,4213.28
4295,-3573.6473077937208,890.4326708184221,328.108
4303,-3573.5985113628667,920.9304401023225,643.906
4307,-3573.57411314744,936.1793247442724,4805.53
4309,-3573.561914039726,943.8037670652476,9203.25
4311,-3573.5497149320126,951.4282093862224,5226.85
4312,-3573.5415821935367,955.2424637313288,3895.29
4313,-3573.5375158242987,959.0526517071972,2129.18
4314,-3573.529383085823,962.866906052304,3561.97
4315,-3573.5253167165856,966.6770940281726,1602.97
4316,-3573.5171839781096,970.4913483732788,8298.91
4317,-3573.513117608872,974.3015363491472,5117.12
4319,-3573.500918501158,981.9259786701228,4549.37
4320,-3569.877783510231,863.7410231411532,5111.86
4321,-3569.873717140993,867.5552774862595,4064.62
4322,-3569.865584402517,871.3654654621282,7751.14
4323,-3569.857451664041,875.1797198072345,1414.31
4324,-3569.853385294804,878.9899077831028,1635.02
4325,-3569.845252556328,882.8041621282096,5277.05
4326,-3569.84118618709,886.6143501040783,163.085
4328,-3569.8289870793765,894.2387924250529,861.194
4337,-3569.772057910047,928.5508160540594,7322.91
4339,-3569.759858802333,936.1752583750344,5683.43
4341,-3569.74765969462,943.7997006960096,2009.21
4344,-3569.731394217668,955.2343309928532,5149.18
4347,-3569.711062371479,966.6730276589346,1276.62
4349,-3569.6988632637654,974.2974699799096,2247.67
4350,-3569.694796894528,978.107657955778,2745.31
4351,-3569.686664156052,981.9219123008849,1092.31
4352,-3566.067595534362,863.7369567719152,396.904
4353,-3566.0594627958862,867.5471447477839,1860.83
4354,-3566.0553964266487,871.3613990928902,1148.7
4355,-3566.047263688173,875.171587068759,1468.2
4356,-3566.039130949697,878.9858414138653,2694.98
4357,-3566.03506458046,882.7960293897336,2303.08
4358,-3566.026931841984,886.6102837348403,4100.77
4359,-3566.022865472746,890.4204717107091,4157.11
4360,-3566.01473273427,894.2347260558154,3495.96
4361,-3566.010666365032,898.0449140316837,2512.81
4362,-3566.0025336265567,901.85916837679,245.848
4363,-3565.9984672573187,905.6693563526592,1348.93
4364,-3565.990334518843,909.4836106977656,2894.95
4367,-3565.974069041892,920.9182409946088,3123.33
4368,-3565.965936303416,924.7324953397156,2407.77
4369,-3565.961869934178,928.542683315584,369.199
4370,-3565.953737195702,932.3569376606902,343.826
4373,-3565.937471718751,943.791567957534,2135.74
4374,-3565.929338980275,947.6058223026404,1920.9
4375,-3565.9252726110376,951.416010278509,1311.21
4376,-3565.917139872562,955.2302646236152,504.783
4377,-3565.913073503324,959.0404525994836,222.478
4378,-3565.904940764848,962.8547069445904,1432.29
4379,-3565.90087439561,966.6648949204592,1929.83
4381,-3565.888675287897,974.2893372414336,2573.86
4382,-3565.880542549421,978.1035915865403,394.641
4383,-3565.876476180183,981.9137795624088,1575.67
4384,-3562.253341189256,863.7288240334392,1245.92
4385,-3562.249274820018,867.5430783785459,987.415
4386,-3562.2411420815424,871.3532663544147,1450.28
4387,-3562.2330093430664,875.167520699521,540.925
4388,-3562.2289429738285,878.9777086753893,1917.52
4389,-3562.220810235353,882.7919630204956,844.084
4390,-3562.2167438661154,886.6021509963648,2044.28
4391,-3562.2086111276394,890.4164053414711,2170.13
4392,-3562.2045447584014,894.2265933173394,1844.27
4394,-3562.192345650688,901.8510356383144,1649.43
4395,-3562.1842129122124,905.6652899834212,503.419
4396,-3562.1801465429744,909.4754779592896,3451.49
4399,-3562.1598146967854,920.9141746253708,1495.97
4403,-3562.1354164813583,936.1630592673208,992.275
4405,-3562.1232173736444,943.787501588296,1376.77
4406,-3562.119151004407,947.5976895641649,1998.39
4407,-3562.111018265931,951.411943909271,2322.65
4408,-3562.1069518966933,955.2221318851398,1209.85
4409,-3562.0988191582173,959.036386230246,417.667
4410,-3562.09475278898,962.8465742061144,1975.12
4411,-3562.086620050504,966.6608285512212,1455.76
4412,-3562.082553681266,970.47101652709,1499.25
4413,-3562.0744209427903,974.2852708721962,2337.43
4414,-3562.0703545735523,978.0954588480644,14.0007
4416,-3558.443153213387,863.7247576642017,1975.55
4418,-3558.4309541056737,871.3491999851767,1052.36
4419,-3558.422821367198,875.1593879610455,693.679
4420,-3558.414688628722,878.9736423061518,748.35
4421,-3558.4106222594846,882.7838302820201,572.091
4422,-3558.4024895210086,886.5980846271268,173.703
4439,-3558.3008302900625,951.4038111707956,3486.13
4440,-3558.2926975515866,955.2180655159018,1286.37
4441,-3558.288631182349,959.02825349177,696.714
4443,-3558.2764320746355,966.6526958127452,1309.38
4448,-3554.628898868281,863.7166249257257,1090.97
4450,-3554.616699760568,871.3410672467012,1091.58
4451,-3554.6126333913294,875.1553215918075,1455.31
4452,-3554.604500652854,878.9655095676758,1840.42
4453,-3554.596367914378,882.7797639127825,308.203
4454,-3554.59230154514,886.5899518886508,750.23
4455,-3554.5841688066644,890.4042062337576,481.653
4456,-3554.580102437427,894.2143942096259,669.32
4457,-3554.571969698951,898.0286485547326,162.881
4459,-3554.5597705912373,905.6530908757072,191.474
4470,-3554.494708683432,947.5854904564508,1549.49
4471,-3554.486575944956,951.3997448015576,4595.11
4472,-3554.482509575718,955.2099327774264,734.077
4473,-3554.4743768372423,959.0241871225326,959.665
4474,-3554.4703104680048,962.8343750984008,1008.23
4475,-3554.462177729529,966.6486294435072,2053.65
4480,-3550.818710892412,863.7125585564881,1124.03
4481,-3550.8105781539366,867.5227465323565,1715.94
4482,-3550.8065117846986,871.3370008774632,4084.61
4483,-3550.798379046223,875.147188853332,1359.74
