,X Coordinate,Y Coordinate,Young's Modulus [Pa]
27818,-3092.904871017748,997.3415844508244,939.389
27819,-3092.888605540797,1001.1558387959308,3932.81
27820,-3092.868273694607,1004.9660267717996,3452.9
27824,-3092.791012679088,1020.2149114137496,8467.18
27825,-3092.7747472021365,1024.029165758856,3129.52
27826,-3092.754415355947,1027.839353734725,1075.6
27827,-3092.738149878996,1031.653608079831,9302.43
27828,-3092.7178180328065,1035.4637960556993,1645.27
27829,-3092.6974861866174,1039.278050400806,1148.62
27831,-3092.6608888634764,1046.902492721781,4976.11
27834,-3092.6039596941464,1058.3371230186249,2003.26
27838,-3092.5307650478653,1073.5860076605743,5708.66
27839,-3092.510433201676,1077.3961956364433,1445.15
27841,-3089.261404180631,963.013295344867,5807.88
27843,-3089.2248068574904,970.6377376658417,8579.07
27844,-3089.208541380539,974.4519920109478,4160.55
27846,-3089.1678776881604,982.0764343319232,8341.03
27847,-3089.151612211209,985.8866223077916,657.08
27850,-3089.0946830418798,997.325318973873,911.995
27851,-3089.07435119569,1001.1355069497412,4262.2
27852,-3089.0580857187383,1004.949761294848,1345.95
27853,-3089.0377538725493,1008.7599492707168,208.72
27856,-3088.9808247032192,1020.19457956756,894.822
27858,-3088.9442273800787,1027.8190218885352,5850.23
27860,-3088.9035636877,1035.4434642095102,922.454
27861,-3088.8872982107487,1039.2577185546163,4343.99
27862,-3088.86696636456,1043.0679065304853,1093.06
27863,-3088.850700887608,1046.8821608755916,5159.98
27866,-3088.793771718278,1058.3167911724354,7339.0
27867,-3088.7734398720886,1062.1310455175417,8656.59
27871,-3088.696178856569,1077.3799301594918,2180.25
27874,-3085.430884358573,966.8072178437836,9897.11
27876,-3085.3942870354326,974.4316601647588,5607.05
27877,-3085.373955189243,978.2418481406276,5985.22
27878,-3085.357689712292,982.0561024857338,3808.7
27879,-3085.3373578661026,985.866290461602,3178.25
27880,-3085.321092389151,989.6805448067088,7680.81
27882,-3085.280428696773,997.304987127684,2688.86
27883,-3085.264163219821,1001.1151751035522,1601.37
27884,-3085.243831373632,1004.9294294486584,2951.06
27885,-3085.223499527443,1008.7396174245272,296.038
27886,-3085.2072340504915,1012.553871769634,573.666
27887,-3085.186902204302,1016.3640597455023,3187.7
27888,-3085.166570358113,1020.1783140906086,1577.02
27889,-3085.150304881161,1023.9885020664774,3462.3
27890,-3085.129973034972,1027.8027564115837,8852.07
27891,-3085.113707558021,1031.6129443874524,6721.29
27892,-3085.0933757118314,1035.4271987325587,3495.45
27893,-3085.073043865642,1039.2373867084275,1162.14
27894,-3085.056778388691,1043.0516410535338,2454.82
27895,-3085.0364465425014,1046.861829029402,1358.73
27896,-3085.0161146963123,1050.6760833745088,200.267
27898,-3084.979517373172,1058.300525695484,4762.07
27899,-3084.9632518962203,1062.1107136713522,4515.88
27900,-3084.942920050031,1065.924968016459,1588.27
27906,-3081.620696382705,966.7868859975944,5970.5
27908,-3081.5840990595643,974.4113283185692,165.083
27909,-3081.563767213375,978.225582663676,811.672
27910,-3081.5434353671853,982.0357706395444,4465.38
27912,-3081.506838044045,989.6602129605194,8283.33
27913,-3081.486506197856,993.4744673056256,6051.6
27914,-3081.4702407209043,997.2846552814945,8326.52
27915,-3081.4499088747148,1001.0989096266012,3237.23
27916,-3081.4336433977637,1004.9090976024696,3751.14
27917,-3081.413311551574,1008.7233519475758,1305.22
27918,-3081.392979705385,1012.5335399234446,568.868
27921,-3081.336050536055,1023.972236589526,210.956
27922,-3081.319785059104,1027.7824245653946,9256.54
27923,-3081.299453212914,1031.596678910501,4632.84
27924,-3081.279121366725,1035.4068668863692,3781.69
27925,-3081.2628558897736,1039.221121231476,5068.05
27926,-3081.242524043584,1043.0313092073447,1135.37
27927,-3081.226258566633,1046.845563552451,1928.07
27929,-3081.1855948742545,1054.4700058734256,2954.42
27930,-3081.169329397303,1058.2801938492948,2915.28
27931,-3081.1489975511136,1062.0944481944011,6597.77
27932,-3081.1286657049245,1065.9046361702694,5193.53
27936,-3077.8471057299766,959.1461781996676,3226.81
27937,-3077.826773883788,962.9563661755368,5897.62
27939,-3077.790176560647,970.5808084965116,2674.08
27940,-3077.7698447144576,974.3950628416178,658.063
27941,-3077.7495128682685,978.2052508174866,5016.58
27947,-3077.6397208988465,1001.0785777804116,1756.68
27948,-3077.619389052657,1004.8928321255185,5148.38
27949,-3077.599057206468,1008.7030201013868,1073.55
27950,-3077.5827917295164,1012.517274446493,7971.07
27954,-3077.5055307139974,1027.7661590884431,7505.62
27957,-3077.448601544668,1039.2007893852865,2435.35
27958,-3077.432336067716,1043.0150437303932,902.503
27959,-3077.4120042215263,1046.825231706262,1512.59
27960,-3077.3916723753373,1050.6354196821303,2428.22
27961,-3077.375406898386,1054.4496740272366,1376.61
27964,-3077.318477729056,1065.8843043240804,3146.52
27965,-3077.2981458828667,1069.6985586691867,2697.73
27968,-3074.0328513848704,959.1258463534788,1473.2
27969,-3074.016585907919,962.940100698585,848.019
27970,-3073.99625406173,966.7502886744536,1712.39
27971,-3073.9759222155403,970.5645430195603,1573.78
27972,-3073.959656738589,974.3747309954288,1647.66
27973,-3073.9393248924,978.188985340535,5764.26
27974,-3073.9189930462103,981.9991733164038,2253.34
27975,-3073.9027275692592,985.81342766151,3950.91
27979,-3073.82546655374,1001.0623123034602,2379.28
27980,-3073.8092010767887,1004.872500279329,4113.77
27982,-3073.7685373844097,1012.496942600304,7313.38
27983,-3073.752271907458,1016.3071305761724,5853.02
27987,-3073.67501089194,1031.5560152181224,317.32
27990,-3073.618081722609,1042.9947118842038,5189.09
27991,-3073.601816245658,1046.8048998600725,1724.56
27992,-3073.5814843994685,1050.6191542051793,1146.82
27993,-3073.5611525532795,1054.4293421810476,252.169
27994,-3073.544887076328,1058.243596526154,959.711
27995,-3073.524555230139,1062.0537845020226,2759.23
27996,-3073.504223383949,1065.868038847129,3406.8
27997,-3073.487957906998,1069.6782268229977,5022.12
27998,-3073.467626060809,1073.492481168104,6455.64
27999,-3073.4513605838574,1077.3026691439727,5263.95
28000,-3070.2226634090016,959.1055145072896,1450.33
28002,-3070.1819997166235,966.7299568282648,466.044
28003,-3070.165734239672,970.544211173371,1891.21
28004,-3070.1454023934825,974.3543991492392,1616.22
28005,-3070.129136916531,978.168653494346,1322.89
28006,-3070.108805070342,981.9788414702148,1799.04
28007,-3070.0884732241525,985.7930958153212,1640.97
28008,-3070.072207747201,989.6032837911894,5077.23
28009,-3070.051875901012,993.4175381362955,6874.82
28010,-3070.031544054823,997.2277261121648,4240.64
28011,-3070.0152785778714,1001.0419804572712,4828.49
28016,-3069.921752085401,1020.1010530750896,2272.36
28018,-3069.8810883930223,1027.7254953960646,1647.75
28021,-3069.8241592236923,1039.164192062146,7403.76
28022,-3069.807893746741,1042.9743800380147,5474.39
28023,-3069.787561900552,1046.788634383121,3842.78
28024,-3069.7672300543622,1050.5988223589898,3629.43
28028,-3069.6940354080807,1065.84770700094,2691.9
28029,-3069.673703561892,1069.6619613460462,3209.62
28030,-3069.65743808494,1073.4721493219145,648.686
28033,-3066.392143586944,962.8994370062068,1550.04
28034,-3066.3718117407548,966.7136913513132,1728.1
28035,-3066.3514798945653,970.523879327182,1516.45
28036,-3066.335214417614,974.3381336722882,1179.47
28037,-3066.3148825714247,978.1483216481564,1436.54
28038,-3066.294550725236,981.9625759932632,1517.81
28039,-3066.278285248284,985.772763969132,1238.3
28040,-3066.2579534020947,989.5870183142384,1194.71
28041,-3066.2376215559057,993.3972062901066,1486.38
28042,-3066.221356078954,997.2114606352128,1534.13
28043,-3066.2010242327647,1001.021648611082,1117.79
28044,-3066.1847587558136,1004.8359029561884,1654.04
28045,-3066.164426909624,1008.6460909320568,2288.6
28046,-3066.144095063435,1012.460345277163,5446.76
28047,-3066.127829586484,1016.2705332530318,3464.17
28048,-3066.107497740294,1020.084787598138,672.239
28049,-3066.087165894105,1023.8949755740068,7721.62
28051,-3066.050568570964,1031.519417894982,5074.76
28052,-3066.034303094013,1035.3336722400882,29.7185
28054,-3065.9936394016345,1042.9581145610632,2174.98
28055,-3065.977373924683,1046.768302536932,3672.9
28056,-3065.957042078493,1050.5825568820385,5888.45
28060,-3065.8797810629744,1065.8314415239884,801.532
28061,-3065.863515586023,1069.641629499857,2138.9
28062,-3065.843183739834,1073.4558838449634,226.12
28063,-3065.8269182628824,1077.2660718208317,3249.63
28064,-3062.598221088027,959.0689171841486,8959.22
28065,-3062.577889241837,962.8831715292554,4776.24
28066,-3062.5575573956485,966.6933595051236,6787.58
28067,-3062.541291918697,970.5076138502304,1280.06
28069,-3062.504694595556,978.1320561712056,1096.2
28070,-3062.484362749367,981.9422441470738,2210.85
28071,-3062.464030903177,985.75649849218,757.442
28072,-3062.4477654262264,989.5666864680488,517.178
28073,-3062.427433580037,993.3809408131556,3310.56
28074,-3062.407101733848,997.191128789024,594.52
28075,-3062.3908362568964,1001.0053831341302,2123.38
28076,-3062.370504410707,1004.8155711099988,1127.19
28077,-3062.350172564518,1008.6298254551056,1117.76
28078,-3062.3339070875663,1012.440013430974,850.48
28079,-3062.3135752413773,1016.2542677760804,7043.04
28080,-3062.297309764426,1020.064455751949,5677.41
28083,-3062.240380595096,1031.5031524180304,1082.96
28085,-3062.199716902717,1039.1235283697674,5817.63
28086,-3062.1834514257657,1042.9377827148735,3178.55
28087,-3062.163119579576,1046.7479706907425,4147.01
28088,-3062.142787733387,1050.5622250358492,6853.89
28089,-3062.126522256436,1054.3724130117175,4220.49
28092,-3062.069593087106,1065.8111096777989,608.787
28093,-3062.0492612409166,1069.6212976536676,4187.32
28094,-3062.032995763965,1073.435551998774,1331.05
28095,-3062.012663917776,1077.245739974643,2746.37
28099,-3058.7282574843616,970.4872820040408,7389.78
28100,-3058.709552185868,974.3015363491476,3343.33
28101,-3058.690846887373,978.111724325016,44.4886
28103,-3058.653029653461,985.736166645991,7207.62
28106,-3058.5965071210558,997.1707969428348,4624.87
28107,-3058.577395185637,1000.9850512879412,2213.56
28108,-3058.5586898871434,1004.7952392638094,754.014
28109,-3058.539984588649,1008.6094936089162,2740.23
28110,-3058.520872653231,1012.4196815847844,4678.35
28111,-3058.502167354737,1016.2339359298912,1585.45
28112,-3058.483462056243,1020.0441239057596,2088.03
28113,-3058.464350120825,1023.8583782508664,6637.69
28116,-3058.407827588419,1035.2930085477096,653.06
28117,-3058.3891222899247,1039.1072628928164,5963.38
28118,-3058.370416991431,1042.917450868685,2153.45
28119,-3058.3513050560127,1046.731705213791,4802.28
28120,-3058.3325997575184,1050.5418931896595,4154.16
28121,-3058.3138944590246,1054.3561475347665,4462.33
28122,-3058.2947825236065,1058.1663355106348,8352.59
28124,-3058.2573719266184,1065.7907778316098,1156.47
28125,-3058.2382599912003,1069.605032176716,5827.02
28126,-3058.2195546927064,1073.4152201525844,760.622
28127,-3058.200849394212,1077.2294744976912,565.94
28129,-3054.9538535577863,962.8425078368768,2152.65
28130,-3054.9351482592924,966.6567621819833,731.141
28131,-3054.9160363238743,970.466950157852,5608.32
28132,-3054.89733102538,974.2812045029582,6917.34
28133,-3054.878625726886,978.0913924788264,6082.02
28140,-3054.746468726656,1004.7789737868584,1346.47
28141,-3054.727763428162,1008.5891617627268,4127.49
28142,-3054.7090581296675,1012.403416107833,1036.07
28143,-3054.68994619425,1016.2136040837016,264.266
28145,-3054.652535597261,1023.8380464046768,2096.87
28146,-3054.633423661844,1027.652300749783,1108.93
28147,-3054.6147183633493,1031.4624887256518,3943.27
28148,-3054.596013064855,1035.276743070758,3617.02
28149,-3054.5769011294374,1039.086931046627,2117.96
28150,-3054.558195830943,1042.9011853917332,4922.09
28151,-3054.539490532449,1046.711373367602,3684.26
28152,-3054.520378597031,1050.5256277127082,4252.22
28153,-3054.501673298537,1054.335815688577,5389.99
28154,-3054.482968000043,1058.1500700336833,2588.59
28155,-3054.463856064625,1061.960258009552,706.15
28156,-3054.445150766131,1065.7745123546583,158.295
28157,-3054.4264454676368,1069.584700330527,4031.3
28158,-3054.4073335322187,1073.3989546756334,2911.34
28159,-3054.388628233725,1077.2091426515017,1461.29
28160,-3051.160337695793,959.011988014819,1592.11
28161,-3051.141632397299,962.8262423599252,2666.82
28162,-3051.1229270988047,966.636430335794,2610.29
28163,-3051.1038151633866,970.4506846809004,6118.97
28164,-3051.0851098648927,974.2608726567692,6545.05
28165,-3051.0664045663984,978.0751270018754,7170.73
28167,-3051.0285873324865,985.6995693228504,4980.19
28174,-3050.89683696918,1012.383084261644,1605.05
28175,-3050.877725033762,1016.1973386067502,1281.86
28176,-3050.859019735268,1020.007526582619,974.982
28177,-3050.840314436774,1023.8217809277252,1231.78
28178,-3050.821202501356,1027.631968903594,1022.92
28179,-3050.802497202862,1031.4462232487003,150.464
28180,-3050.783791904368,1035.256411224569,1741.35
28181,-3050.7646799689496,1039.0706655696754,4504.75
28182,-3050.745974670456,1042.8808535455437,4798.42
28183,-3050.727269371961,1046.6951078906504,4955.1
28185,-3050.689452138049,1054.3195502116257,3152.64
28186,-3050.6707468395552,1058.1297381874938,4720.92
28187,-3050.6516349041376,1061.9439925326003,2763.33
28188,-3050.6329296056438,1065.7541805084688,8633.45
28189,-3050.614224307149,1069.5643684843376,3789.11
28190,-3050.5951123717314,1073.378622829444,2299.27
28191,-3050.576407073237,1077.1888108053126,1347.93
28193,-3047.329411236811,962.805910513736,1576.38
28194,-3047.3107059383174,966.6201648588426,4714.51
28195,-3047.292000639823,970.4303528347108,1107.75
28196,-3047.272888704405,974.2446071798176,1419.46
28198,-3047.235478107417,981.8690495007928,8905.01
28199,-3047.2163661719987,985.679237476661,2710.3
28200,-3047.197660873505,989.4934918217672,4157.17
28201,-3047.1789555750106,993.303679797636,934.98
28202,-3047.159843639593,997.1179341427428,2197.37
28203,-3047.1411383410987,1000.9281221186112,21.043
28204,-3047.122026405681,1004.7423764637174,2073.41
28207,-3047.065503873275,1016.1770067605612,971.181
28208,-3047.0467985747805,1019.9912611056676,1642.08
28209,-3047.028093276286,1023.8014490815362,1359.09
28210,-3047.008981340869,1027.6116370574046,1000.32
28213,-3046.9524588084623,1039.0503337234863,717.852
28214,-3046.933753509968,1042.8605216993546,9755.14
28215,-3046.915048211474,1046.674776044461,6863.68
28216,-3046.895936276056,1050.4849640203297,5104.11
28218,-3046.858525679068,1058.1094063413047,1193.57
28219,-3046.83941374365,1061.923660686411,4549.03
28220,-3046.820708445156,1065.7338486622798,1558.37
28222,-3046.782891211244,1073.3582909832548,1796.71
28223,-3046.76418591275,1077.1725453283611,1561.95
28225,-3043.517190076324,962.7896450367848,3348.15
28226,-3043.4984847778296,966.5998330126532,1666.98
28227,-3043.479779479336,970.4140873577594,1200.49
28228,-3043.4606675439177,974.2242753336282,2312.92
28229,-3043.4419622454234,978.0385296787348,8246.47
28231,-3043.4041450115114,985.658905630472,4076.65
28232,-3043.385439713017,989.4731599755784,4047.2
28233,-3043.3667344145238,993.2833479514466,2146.27
28235,-3043.328917180612,1000.907790272422,5477.86
28240,-3043.234577414293,1019.9709292594785,665.819
28241,-3043.215872115799,1023.7811172353468,3561.67
28242,-3043.1971668173046,1027.5953715804535,4142.53
28243,-3043.178054881887,1031.4055595563218,1187.22
28246,-3043.1215323494807,1042.8442562224036,1536.12
28248,-3043.0841217524926,1050.4686985433782,5386.77
28249,-3043.0650098170745,1054.278886519247,5855.84
28252,-3043.0084872846683,1065.7175831853283,4860.8
28253,-3042.9897819861744,1069.527771161197,9127.06
28254,-3042.97107668768,1073.3420255063031,1018.99
28256,-3039.7240808512543,958.955058845489,3869.76
28260,-3039.6484463834304,974.2039434874392,3558.46
28261,-3039.629741084936,978.0181978325454,325.196
28263,-3039.591923851024,985.6426401535203,2067.42
28264,-3039.57321855253,989.4528281293892,3519.78
28265,-3039.554513254036,993.2670824744956,5939.33
28266,-3039.535401318618,997.0772704503638,6782.97
28267,-3039.516696020124,1000.89152479547,8489.44
28268,-3039.4979907216293,1004.7017127713387,1688.13
28269,-3039.478878786212,1008.5159671164456,3630.53
28270,-3039.4601734877174,1012.326155092314,1613.13
28271,-3039.4414681892235,1016.1404094374202,7763.33
28272,-3039.422356253805,1019.950597413289,1119.54
28273,-3039.403650955312,1023.7648517583953,1041.07
28274,-3039.3849456568173,1027.575039734264,1445.07
28275,-3039.365833721399,1031.3892940793708,2047.29
28278,-3039.309311188993,1042.823924376214,1068.04
28279,-3039.290605890499,1046.6381787213209,2282.03
28281,-3039.252788656587,1054.2626210422957,5001.44
28286,-3039.158855527193,1073.3216936601143,3920.85
28287,-3039.1397435917747,1077.1359480052206,4249.75
28290,-3035.8740424568546,966.5632356895126,5434.4
28291,-3035.8553371583607,970.3734236653808,465.059
28292,-3035.8366318598664,974.1876780104876,230.393
28293,-3035.8175199244483,977.9978659863564,3375.45
28294,-3035.7988146259545,981.8121203314628,6657.0
28296,-3035.7609973920426,989.4365626524371,6990.34
28297,-3035.7422920935483,993.2467506283064,5468.82
28298,-3035.723586795054,997.0610049734128,3604.61
28302,-3035.64795232723,1012.3098896153627,5531.26
28303,-3035.629247028736,1016.1200775912312,4083.52
28305,-3035.591429794824,1023.7445199122062,2984.4
28306,-3035.5727244963296,1027.5587742573125,2762.95
28307,-3035.553612560912,1031.3689622331808,5440.71
28308,-3035.5349072624176,1035.1832165782876,2057.06
28309,-3035.516201963924,1038.9934045541563,5224.51
28311,-3035.4783847300114,1046.6178468751314,5156.37
28312,-3035.459679431517,1050.4321012202377,4052.35
28313,-3035.4405674960994,1054.2422891961064,3445.09
28314,-3035.421862197605,1058.0524771719747,2047.34
28315,-3035.4031568991118,1061.8667315170817,6364.13
28317,-3035.3653396652,1069.491173838056,2655.19
28318,-3035.346634366705,1073.3013618139248,2202.21
28319,-3035.3275224312874,1077.1156161590316,7732.26
28323,-3032.043115997873,970.3571581884298,1067.01
28324,-3032.024410699379,974.167346164298,1595.96
28325,-3032.005298763961,977.9816005094048,1298.1
28326,-3031.9865934654667,981.7917884852736,5604.8
28327,-3031.967888166973,985.60604283038,8143.46
28329,-3031.930070933061,993.2304851513544,162.122
28331,-3031.892253699149,1000.85492747233,7997.27
28333,-3031.8548431021604,1008.4793697933046,7271.49
28334,-3031.8357311667423,1012.2895577691734,2873.49
28336,-3031.798320569754,1019.9140000901484,7937.69
28340,-3031.7226861019303,1035.162884732098,3315.54
28341,-3031.703980803436,1038.9730727079673,2919.95
28342,-3031.685275504942,1042.7873270530736,5778.04
28343,-3031.666163569524,1046.597515028942,2582.0
28344,-3031.64745827103,1050.4117693740482,5237.8
28345,-3031.628752972536,1054.221957349917,3318.29
28346,-3031.609641037118,1058.0362116950237,2155.23
28347,-3031.590935738624,1061.846399670892,6819.11
28348,-3031.5722304401297,1065.6606540159985,4408.3
28352,-3028.287417369792,958.902196045397,698.998
28353,-3028.2687120712976,962.7123840212652,3524.92
28354,-3028.2496001358795,966.522571997134,3183.24
28355,-3028.2308948373857,970.3368263422404,2282.68
28356,-3028.2121895388914,974.1470143181092,1432.97
28357,-3028.1930776034733,977.9612686632154,1576.2
28358,-3028.1743723049794,981.7714566390836,2610.52
28359,-3028.155667006485,985.5857109841904,8341.24
28363,-3028.0800325386613,1000.8345956261404,4821.01
28364,-3028.061327240167,1004.6447836020092,1942.55
28365,-3028.042621941673,1008.4590379471156,2370.29
28366,-3028.023510006255,1012.2692259229844,9487.32
28367,-3028.0048047077607,1016.0834802680906,9059.5
28368,-3027.986099409267,1019.8936682439588,1722.33
28369,-3027.966987473849,1023.7079225890656,8583.35
28371,-3027.9295768768607,1031.3323649100407,8593.39
28372,-3027.9104649414426,1035.142552885909,8203.3
28373,-3027.8917596429487,1038.956807231015,7173.3
28375,-3027.8539424090363,1046.5812495519908,924.054
28376,-3027.8352371105425,1050.3914375278591,670.988
28377,-3027.816531812048,1054.2056918729654,3899.4
28378,-3027.7974198766306,1058.0158798488342,1177.51
28379,-3027.7787145781363,1061.8301341939405,1647.15
28380,-3027.760009279642,1065.6403221698092,1103.08
28383,-3027.703486747236,1077.0790188358906,7865.41
28384,-3024.475196209304,958.8818641992076,1093.36
28385,-3024.45649091081,962.6920521750762,2064.68
28386,-3024.437785612316,966.5063065201824,1368.64
28387,-3024.418673676898,970.3164944960508,1462.29
28388,-3024.399968378404,974.1307488411576,667.885
28389,-3024.38126307991,977.9409368170265,2138.26
28390,-3024.362151144492,981.7551911621326,1435.07
28391,-3024.343445845998,985.5653791380008,9250.61
28392,-3024.324740547504,989.3796334831076,1232.26
28397,-3024.2304007811854,1008.438706100926,8315.52
28398,-3024.211288845768,1012.2529604460328,4944.24
28399,-3024.192583547273,1016.0631484219012,7271.08
28400,-3024.173878248779,1019.877402767008,4088.77
28401,-3024.154766313361,1023.6875907428762,3329.73
28402,-3024.136061014867,1027.5018450879825,5412.92
28403,-3024.117355716373,1031.3120330638512,7658.68
28404,-3024.0982437809557,1035.126287408958,2938.58
28405,-3024.079538482461,1038.9364753848265,9794.16
28407,-3024.041721248549,1046.560917705801,3223.69
28408,-3024.0230159500547,1050.375172050908,1374.43
28409,-3024.004310651561,1054.1853600267764,1005.5
28410,-3023.985198716143,1057.999614371883,3088.66
28411,-3023.966493417649,1061.8098023477514,8387.66
28412,-3023.9477881191547,1065.6240566928575,7116.83
28414,-3023.9099708852427,1073.2484990138328,102.041
28415,-3023.8912655867484,1077.0586869897015,4828.28
28416,-3020.662975048817,958.8615323530184,715.218
28417,-3020.6442697503226,962.6757866981249,715.544
28418,-3020.6255644518283,966.4859746739936,663.135
28419,-3020.6064525164106,970.3002290190998,1364.85
28420,-3020.5877472179163,974.110416994968,5608.0
28421,-3020.5690419194225,977.9246713400748,2831.1
28422,-3020.5499299840044,981.7348593159436,858.473
28423,-3020.53122468551,985.54911366105,3954.65
28424,-3020.5125193870163,989.3593016369182,757.894
28431,-3020.3803623867857,1016.04688294495,7722.61
28432,-3020.361657088292,1019.8570709208184,5658.5
28433,-3020.3429517897976,1023.6713252659248,4491.5
28434,-3020.32383985438,1027.4815132417934,8053.34
28435,-3020.3051345558856,1031.2957675868995,8453.91
28437,-3020.2673173219737,1038.9202099078748,1593.04
28438,-3020.2486120234794,1042.7303978837435,8988.32
28441,-3020.192089491073,1054.165028180587,988.731
28442,-3020.1733841925798,1057.9792825256936,938.25
28443,-3020.154272257161,1061.789470501562,466.206
28445,-3020.116861660173,1069.413912822537,4322.42
28446,-3020.097749724755,1073.2281671676433,499.83
28447,-3020.079044426261,1077.038355143512,1899.07
28448,-3016.850753888329,958.845266876067,1362.34
28449,-3016.832048589835,962.6554548519352,958.867
28450,-3016.813343291341,966.469709197042,1235.56
28451,-3016.794231355923,970.2798971729108,1337.06
28453,-3016.7568207589347,977.9043394938852,2818.62
28454,-3016.737708823517,981.7185938389916,1398.43
28455,-3016.719003525023,985.5287818148608,2703.84
28456,-3016.7002982265285,989.3430361599673,1019.74
28459,-3016.6437756941223,1000.7776664568104,2435.72
28463,-3016.5681412262984,1016.0265510987606,3908.72
28464,-3016.549435927804,1019.8367390746288,2523.67
28465,-3016.5307306293103,1023.6509934197356,2874.76
28466,-3016.511618693892,1027.4611813956044,3856.17
28467,-3016.4929133953983,1031.2754357407107,4852.92
28470,-3016.436390862992,1042.710066037554,4541.46
28473,-3016.379868330586,1054.1487627036354,3073.68
28475,-3016.342051096674,1061.7732050246104,2202.83
28477,-3016.3046404996853,1069.3976473455857,8340.31
28478,-3016.285528564268,1073.2078353214542,3468.52
28479,-3016.2668232657734,1077.0220896665603,175.648
28480,-3013.0389393647656,958.8249350298776,1054.7
28481,-3013.0198274293475,962.6351230057462,6987.87
28482,-3013.001122130853,966.4493773508524,1794.64
28483,-3012.9824168323594,970.2595653267211,817.203
28485,-3012.9445995984474,977.8840076476964,1300.57
28486,-3012.925894299953,981.6982619928026,919.041
28487,-3012.906782364535,985.5084499686714,1524.09
28488,-3012.888077066041,989.3227043137776,3076.06
28489,-3012.869371767547,993.1328922896464,4171.35
28490,-3012.8502598321293,996.9471466347528,2491.49
28491,-3012.831554533635,1000.7573346106216,2138.83
28492,-3012.8128492351407,1004.5715889557276,2017.05
28493,-3012.793737299723,1008.381776931596,31.498
28495,-3012.7563267027344,1016.0062192525716,1220.53
28496,-3012.737214767317,1019.8204735976778,1341.07
28498,-3012.699397533405,1027.4449159186524,1456.91
28499,-3012.6806922349106,1031.2551038945217,3319.35
28500,-3012.6619869364163,1035.069358239628,5118.06
28501,-3012.642875000998,1038.8795462154962,5792.43
28502,-3012.6241697025043,1042.6938005606023,5721.78
28503,-3012.6054644040105,1046.5039885364713,8382.43
28505,-3012.567647170098,1054.1284308574463,7029.76
28506,-3012.5489418716043,1057.9426852025526,1902.92
28507,-3012.529829936186,1061.7528731784214,2480.27
28508,-3012.511124637692,1065.5671275235277,1320.64
28509,-3012.492419339198,1069.377315499396,2762.25
28510,-3012.47330740378,1073.1915698445027,3015.54
28512,-3009.226718204278,958.8046031836884,1128.66
28513,-3009.20760626886,962.6188575287948,1865.95
28514,-3009.188900970366,966.4290455046636,1234.21
28515,-3009.170195671872,970.2432998497698,9269.61
28517,-3009.13237843796,977.8677421707448,3628.51
28519,-3009.094561204048,985.49218449172,79.9525
28520,-3009.075855905553,989.3023724675882,44.4843
28521,-3009.05715060706,993.1166268126948,1134.32
28522,-3009.038038671641,996.9268147885635,3128.72
28523,-3009.019333373147,1000.74106913367,2366.82
28524,-3009.0006280746534,1004.5512571095384,2693.78
28525,-3008.9815161392357,1008.365511454645,51.2701
28526,-3008.962810840741,1012.1756994305132,2572.34
28527,-3008.944105542247,1015.98995377562,870.172
28528,-3008.924993606829,1019.8001417514884,3791.82
28529,-3008.906288308335,1023.6143960965952,3962.2
28531,-3008.868471074423,1031.2388384175697,1917.44
28533,-3008.8310604774347,1038.8632807385452,146.713
28534,-3008.811948542017,1042.6734687144135,5236.63
28535,-3008.7932432435227,1046.4877230595198,7077.82
28536,-3008.774537945029,1050.2979110353886,6799.44
28537,-3008.755426009611,1054.1121653804948,6960.08
28538,-3008.7367207111165,1057.9223533563636,2283.75
28539,-3008.7180154126227,1061.73660770147,1600.11
28540,-3008.698903477205,1065.5467956773389,2563.88
28541,-3008.6801981787103,1069.361050022445,2329.4
28542,-3008.6614928802164,1073.1712379983132,2864.5
28543,-3008.6423809447983,1076.9814259741825,1155.6
28544,-3005.4144970437906,958.7883377067368,1938.25
28545,-3005.3953851083725,962.5985256826056,581.557
28546,-3005.3766798098786,966.412780027712,1194.29
28547,-3005.3579745113843,970.2229680035808,1684.6
28549,-3005.3201572774724,977.8474103245552,4642.97
28553,-3005.244929446572,993.0962949665054,2017.98
28554,-3005.225817511154,996.9105493116116,2880.37
28555,-3005.20711221266,1000.7207372874803,2106.71
28556,-3005.1884069141656,1004.5349916325872,3350.89
28558,-3005.1505896802537,1012.1594339535618,2114.4
28559,-3005.13188438176,1015.9696219294306,3028.25
28561,-3005.0940671478475,1023.5940642504056,8473.83
28563,-3005.0562499139355,1031.2185065713809,4006.73
28565,-3005.0188393169474,1038.8429488923557,33.1777
28566,-3004.9997273815293,1042.6531368682245,28.2086
28570,-3004.924499550629,1057.902021510174,2864.27
28571,-3004.905794252135,1061.7162758552804,910.497
28572,-3004.8866823167173,1065.5264638311492,598.418
28574,-3004.8492717197287,1073.1509061521242,7003.75
28575,-3004.830159784311,1076.9651604972305,871.183
28577,-3001.583570584809,962.5822602056542,6302.32
28578,-3001.564458649391,966.3924481815224,3121.98
28579,-3001.5457533508966,970.2067025266292,3825.54
28580,-3001.5270480524027,974.016890502498,1776.83
28581,-3001.5079361169846,977.8311448476044,1374.62
28584,-3001.4514135845784,989.265775144448,714.682
28585,-3001.432708286085,993.0759631203164,3560.24
28586,-3001.4140029875903,996.8902174654228,1871.78
28587,-3001.394891052172,1000.7004054412914,1933.47
